uid,title,score,members,popularity,cluster,cluster_label,reason
5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,7.74,12166,3990,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9930,Snow Halation,7.74,14790,3688,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18119,Servant x Service,7.74,144291,773,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
290,Seikai no Monshou,7.74,38196,2249,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35777,Rilakkuma to Kaoru-san,7.74,5245,5700,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39023,Qin Shi Ming Yue: Canghai Hengliu,7.74,553,10761,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2594,Piano no Mori,7.74,47356,1973,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21473,Persona 3 the Movie 2: Midsummer Knight's Dream,7.74,51731,1862,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12021,Poyopoyo Kansatsu Nikki,7.74,17307,3437,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16239,One Piece: Episode of Luffy - Hand Island no Bouken,7.74,33542,2414,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30347,Nanatsu no Taizai OVA,7.74,101485,1089,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2313,Muumindani no Suisei,7.74,6593,5141,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
709,Mujin Wakusei Survive,7.74,19525,3232,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10620,Mirai Nikki,7.74,1205275,13,1,Mainstream / High Engagement,High members and concentrated popularity
32268,Koyomimonogatari,7.74,135107,839,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4811,Ichigo Mashimaro Encore,7.74,16247,3543,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,7.74,31687,2494,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17273,Hetalia: The Beautiful World Specials,7.74,13871,3796,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,7.74,29935,2578,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2471,Doraemon (1979),7.74,26513,2750,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
966,Crayon Shin-chan,7.74,44171,2057,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
951,Chibi Maruko-chan,7.74,7684,4828,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
530,Bishoujo Senshi Sailor Moon,7.74,219238,485,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
11737,Ao no Exorcist Movie,7.74,176312,612,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9919,Ao no Exorcist,7.74,1085158,17,1,Mainstream / High Engagement,High members and concentrated popularity
14941,AKB0048: Next Stage,7.74,29405,2596,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
283,Akage no Anne,7.74,17605,3399,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36125,Uchiage Hanabi,7.75,11939,4041,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12883,Tsuritama,7.75,125596,896,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
182,Tenkuu no Escaflowne,7.75,114693,984,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37123,Sora yori mo Tooi Basho: Yokoku,7.75,1343,8976,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19775,Sidonia no Kishi,7.75,176874,613,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.75,56334,1747,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
398,Seikai no Senki III,7.75,14366,3739,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2547,Princess Sara,7.75,12864,3901,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31592,Pokemon XY&Z,7.75,49461,1922,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34428,Overlord Movie 2: Shikkoku no Eiyuu,7.75,37651,2274,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18897,Nisekoi,7.75,651656,82,1,Mainstream / High Engagement,High members and concentrated popularity
19597,Milk House Dreaming: Ai no Shiki,7.75,409,11544,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36038,Net-juu no Susume,7.75,270085,368,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
444,Maria-sama ga Miteru: Haru,7.75,20099,3191,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.75,36225,2309,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32491,Kanojo to Kanojo no Neko: Everything Flows,7.75,77427,1390,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1888,Ichigo Mashimaro OVA,7.75,18875,3284,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15195,Hetalia: The Beautiful World,7.75,52771,1834,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
978,Change!! Getter Robo: Sekai Saigo no Hi,7.75,9391,4456,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10092,Break Blade 6: Doukoku no Toride,7.75,47539,1963,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
997,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.75,38492,2239,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
740,Bishoujo Senshi Sailor Moon R,7.75,101552,1085,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6956,Working!!,7.76,303303,317,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22101,Soredemo Sekai wa Utsukushii,7.76,186271,583,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8795,Panty & Stocking with Garterbelt,7.76,249140,399,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9510,Mitsudomoe Zouryouchuu!,7.76,35933,2318,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1211,Macross Plus Movie Edition,7.76,11802,4045,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
233,Daa! Daa! Daa!,7.74,17637,3396,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10350,Hakuouki Sekkaroku,7.74,21111,3106,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1699,Romeo x Juliet,7.74,135029,831,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1293,Urusei Yatsura,7.74,45907,2009,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
150,Blood+,7.73,284348,344,1,Mainstream / High Engagement,High members and concentrated popularity
4177,Bounen no Xamdou,7.73,108496,1028,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32979,Flip Flappers,7.73,134252,843,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
123,Fushigi Yuugi,7.73,84407,1292,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1281,Gakkou no Kaidan,7.73,83093,1314,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.73,71989,1469,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
87,Mobile Suit Gundam: Char's Counterattack,7.73,29248,2604,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37948,Hentatsu,6.15,356,11772,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22831,Abarenbou Rikishi!! Matsutarou,6.14,7349,4915,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38154,3-gatsu no Lion: Ugoku! Nya Shogi,6.14,907,9789,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25875,"Wake Up, Girl Zoo!",6.15,4781,5865,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28085,Wonder (Movie),6.15,1301,8963,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,6.15,1516,8600,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6731,Ultraman Kids no Kotowaza Monogatari,6.15,437,11289,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31750,TV-ban Pokemon Special Masara Town-hen Recaps,6.15,1629,8436,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15865,Tamagotchi! Yume Kira Dream,6.15,400,11508,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37362,Sword Art Online Fatal Bullet: The Third Episode,6.15,7126,5017,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38267,Sleeping Beauty,6.15,101,15299,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1938,Shin Kaitei Gunkan,6.15,1355,8870,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35251,Sengoku Night Blood,6.15,29011,2625,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3576,Kodai Ouja Kyouryuu King,6.14,10306,4283,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
766,Kishin Houkou Demonbane,6.13,8189,4709,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39011,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,6.13,2239,7710,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,6.13,322,11967,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38179,Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,6.13,2597,7341,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1156,I: Wish You Were Here,6.13,7831,4786,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,6.13,257,12605,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25029,"Little Polar Bear: Shirokuma-kun, Fune ni Noru",6.13,314,12055,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34952,Koi to Byounetsu,6.13,185,13683,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34840,Kitsune Tsuki,6.13,324,11956,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
11005,Holy Knight,6.13,32178,2462,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29778,Himitsu Spark,6.13,901,9752,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15993,Ginga e Kickoff!!: Natsuyasumi Special,6.13,1082,9367,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23975,Fukuyama Gekijou: Natsu no Himitsu,6.13,237,12827,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7491,Dragon Quest Retsuden: Roto no Monshou,6.13,1001,9503,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28367,Dr. Slump: Arale-chan '92 Oshougatsu Special,6.13,484,11095,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.13,7307,4929,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6636,Chou Kousoku Galvion,6.13,853,9856,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32932,Choujuu Giga,6.13,1516,8622,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25077,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,6.13,1923,8051,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34623,Bakuon!! no Kobeya,6.13,2107,7850,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9164,Attack No.1: Namida no Fushichou,6.13,500,10993,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33326,Aftermath,6.13,1006,9500,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,6.13,463,11177,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25749,Yatterman Specials,6.14,416,11423,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
24603,Xiongmao Monogatari TaoTao,6.14,239,12822,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1959,Wild 7,6.14,1510,8621,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39581,TV Yarou Nanaana: Wakuwaku Doukutsu Land,6.14,566,10732,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
748,True Love Story,6.14,3985,6296,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2314,Tobe! Kujira no Peek,6.14,579,10660,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17969,Tanken Driland: 1000-nen no Mahou,6.14,1004,9511,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35128,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,6.14,335,11886,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39067,Tales of the Rays: Everlasting Destiny,6.14,698,10271,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2421,Super Kuma-san,6.14,739,10133,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8964,Stitch!: Zutto Saikou no Tomodachi,6.14,1253,9048,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10301,Rio: Rainbow Gate! Special,6.14,4129,6201,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23151,Shounen Hollywood: Holly Stage for 49,6.14,13059,3875,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,6.14,26108,2770,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30468,My Melody no Akazukin (OVA),6.14,182,13729,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38673,Mini Toji,6.14,4489,6021,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8431,Mahou no Star Magical Emi: Kumo Hikaru,6.14,634,10473,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,6.14,1024,9462,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1427,Lupin III: Ikiteita Majutsushi,6.14,3869,6372,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13789,Little Nemo Pilot,6.14,717,10206,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33126,Kurogane no Linebarrels Picture Drama,6.14,482,11098,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7170,Kataku,6.14,1692,8321,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38783,Ikebukuro PR Anime,6.14,1064,9397,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36778,Kando≠Reduction,6.14,175,13834,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22449,Hello Kitty no Nagagutsu wo Naita Neko,6.14,234,12885,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38149,Full Metal Panic! Invisible Victory Intermission,6.14,3403,6719,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
24679,Flanders no Inu Specials,6.14,329,11954,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38544,Egao no Daika,6.14,26032,2783,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23483,Decorator,6.14,1549,8544,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
